customer_id,customer_segment,age_group,region,acquisition_channel,customer_lifetime_value
CUST-00847,Value Seekers,36-50,North,Organic Search,1085.77
CUST-00848,Premium / High-End,36-50,North,Organic Search,3060.84
CUST-00849,Budget Shoppers,26-35,,Organic Search,446.77
CUST-00850,Budget Shoppers,26-35,East,Email Marketing,123.05
CUST-00851,Budget Shoppers,26-35,North,Organic Search,301.72
CUST-00852,Corporate / Bulk,18-25,South,Email Marketing,7052.95
CUST-00853,Corporate / Bulk,36-50,West,Organic Search,7480.26
CUST-00854,Budget Shoppers,36-50,East,Organic Search,174.66
CUST-00855,Budget Shoppers,65+,North,Organic Search,423.72
CUST-00856,Value Seekers,18-25,North,Organic Search,870.53
CUST-00857,Budget Shoppers,26-35,West,Email Marketing,185.23
CUST-00858,Budget Shoppers,18-25,East,Referral,584.62
CUST-00859,Value Seekers,26-35,North,Paid Social,1130.13
CUST-00860,Value Seekers,18-25,West,Referral,488.72
CUST-00861,Budget Shoppers,65+,South,Organic Search,484.03
CUST-00862,Value Seekers,36-50,West,Email Marketing,1232.33
CUST-00863,Premium / High-End,36-50,North,Organic Search,1750.55
CUST-00864,Corporate / Bulk,26-35,North,Paid Social,5964.26
CUST-00865,Premium / High-End,26-35,East,Paid Social,2077.67
CUST-00866,Value Seekers,36-50,North,Referral,432.88
CUST-00867,Corporate / Bulk,51-65,North,Organic Search,4122.76
CUST-00868,Value Seekers,26-35,North,Organic Search,1876.82
CUST-00869,Premium / High-End,36-50,East,Paid Social,1669.97
CUST-00870,Value Seekers,36-50,West,Paid Social,400.27
CUST-00871,Value Seekers,18-25,East,Email Marketing,676.3
CUST-00872,Budget Shoppers,36-50,South,Paid Social,380.52
CUST-00873,Premium / High-End,65+,East,Organic Search,3680.0
CUST-00874,Value Seekers,51-65,North,Referral,1035.07
CUST-00875,Premium / High-End,26-35,North,Organic Search,3761.43
CUST-00876,Corporate / Bulk,26-35,North,Email Marketing,7719.22
CUST-00877,Value Seekers,26-35,North,Referral,866.94
CUST-00878,Value Seekers,26-35,West,Organic Search,1161.27
CUST-00879,Value Seekers,18-25,East,Paid Social,731.8
CUST-00880,Value Seekers,18-25,North,Email Marketing,1316.54
CUST-00881,Value Seekers,26-35,South,Organic Search,1595.78
CUST-00882,Value Seekers,26-35,West,Organic Search,584.2
CUST-00883,Budget Shoppers,36-50,South,Email Marketing,69.99
CUST-00884,Value Seekers,36-50,East,Organic Search,1090.78
CUST-00885,Premium / High-End,26-35,,Referral,1657.48
CUST-00886,Corporate / Bulk,26-35,South,Email Marketing,6008.53
CUST-00887,Budget Shoppers,18-25,North,Email Marketing,475.38
CUST-00888,Premium / High-End,36-50,North,Organic Search,1707.17
CUST-00889,Corporate / Bulk,26-35,South,Referral,6149.82
CUST-00890,Premium / High-End,26-35,North,Direct,1640.08
CUST-00891,Premium / High-End,36-50,East,Paid Social,1858.21
CUST-00892,Value Seekers,18-25,West,Paid Social,1363.55
CUST-00893,Value Seekers,51-65,North,Referral,608.52
CUST-00894,Value Seekers,51-65,East,Organic Search,805.07
CUST-00895,Value Seekers,18-25,East,Paid Social,377.25
CUST-00896,Value Seekers,26-35,West,Paid Social,1038.29
CUST-00897,Corporate / Bulk,36-50,West,Organic Search,5036.22
CUST-00898,Corporate / Bulk,26-35,West,Organic Search,7200.87
CUST-00899,Value Seekers,36-50,East,Organic Search,1041.0
CUST-00900,Premium / High-End,36-50,West,Direct,2234.18
CUST-00901,Value Seekers,36-50,North,Organic Search,1050.09
CUST-00902,Budget Shoppers,65+,East,Email Marketing,192.14
CUST-00903,Corporate / Bulk,36-50,East,Paid Social,10060.3
CUST-00904,Budget Shoppers,26-35,South,Paid Social,251.03
CUST-00905,Value Seekers,36-50,South,Referral,619.83
CUST-00906,Budget Shoppers,36-50,West,Paid Social,78.7
CUST-00907,Budget Shoppers,36-50,North,Organic Search,475.97
CUST-00908,Premium / High-End,26-35,North,Organic Search,3175.72
CUST-00909,Premium / High-End,26-35,East,Email Marketing,3533.24
CUST-00910,Budget Shoppers,18-25,West,Referral,577.46
CUST-00911,Premium / High-End,36-50,West,Paid Social,1443.25
CUST-00912,Budget Shoppers,36-50,East,Organic Search,779.38
CUST-00913,Value Seekers,26-35,West,Direct,1196.65
CUST-00914,Corporate / Bulk,26-35,South,Organic Search,9422.7
CUST-00915,Budget Shoppers,36-50,East,Referral,229.07
CUST-00916,Premium / High-End,36-50,West,Email Marketing,2084.27
CUST-00917,Premium / High-End,36-50,East,Email Marketing,1996.62
CUST-00918,Corporate / Bulk,18-25,South,Email Marketing,9026.93
CUST-00919,Budget Shoppers,26-35,North,Paid Social,364.73
CUST-00920,Value Seekers,18-25,East,Paid Social,1398.23
CUST-00921,Budget Shoppers,36-50,South,Organic Search,266.83
CUST-00922,Budget Shoppers,18-25,South,Direct,176.68
CUST-00923,Value Seekers,26-35,East,Paid Social,576.75
CUST-00924,Value Seekers,26-35,East,Organic Search,281.19
CUST-00925,Budget Shoppers,26-35,North,Paid Social,473.05
CUST-00926,Value Seekers,26-35,North,Organic Search,715.44
CUST-00927,Budget Shoppers,26-35,South,Email Marketing,208.11
CUST-00928,Value Seekers,51-65,West,Direct,1015.01
CUST-00929,Budget Shoppers,26-35,East,Direct,192.93
CUST-00930,Value Seekers,65+,East,Email Marketing,556.24
CUST-00931,Budget Shoppers,51-65,West,Paid Social,373.1
CUST-00932,Value Seekers,51-65,South,Referral,1642.28
CUST-00933,Value Seekers,26-35,West,Organic Search,119.2
CUST-00934,Premium / High-End,26-35,North,Direct,2479.54
CUST-00935,Budget Shoppers,26-35,West,Organic Search,540.71
CUST-00936,Budget Shoppers,36-50,East,Referral,481.6
CUST-00937,Value Seekers,26-35,North,Email Marketing,547.83
CUST-00938,Corporate / Bulk,36-50,East,Direct,10555.47
CUST-00939,Premium / High-End,26-35,North,Paid Social,1866.79
CUST-00940,Budget Shoppers,36-50,North,Paid Social,700.58
CUST-00941,Value Seekers,26-35,North,Paid Social,773.0
CUST-00942,Value Seekers,18-25,South,Email Marketing,1423.4
CUST-00943,Value Seekers,36-50,East,Email Marketing,552.61
CUST-00944,Value Seekers,18-25,East,Direct,652.14
CUST-00945,Budget Shoppers,26-35,East,Organic Search,167.02
CUST-00946,Premium / High-End,26-35,South,Email Marketing,4813.66
CUST-00947,Value Seekers,18-25,East,Paid Social,727.09
CUST-00948,Premium / High-End,65+,East,Organic Search,597.77
CUST-00949,Value Seekers,36-50,West,Email Marketing,951.02
CUST-00950,Value Seekers,26-35,West,Paid Social,641.92
CUST-00951,Budget Shoppers,36-50,North,Paid Social,528.02
CUST-00952,Corporate / Bulk,36-50,South,Direct,6444.92
CUST-00953,Budget Shoppers,36-50,South,Paid Social,251.89
CUST-00954,Budget Shoppers,51-65,North,Organic Search,68.77
CUST-00955,Budget Shoppers,51-65,West,Referral,490.43
CUST-00956,Corporate / Bulk,26-35,West,Paid Social,3962.21
CUST-00957,Budget Shoppers,18-25,North,Email Marketing,219.56
CUST-00958,Value Seekers,18-25,South,Email Marketing,456.32
CUST-00959,Budget Shoppers,51-65,East,Organic Search,324.4
CUST-00960,Value Seekers,26-35,East,Paid Social,919.73
CUST-00961,Value Seekers,26-35,South,Paid Social,1121.35
CUST-00962,Budget Shoppers,26-35,North,Email Marketing,264.6
CUST-00963,Value Seekers,18-25,West,Email Marketing,1311.83
CUST-00964,Premium / High-End,26-35,South,Organic Search,1184.8
CUST-00965,Value Seekers,36-50,North,Referral,661.65
CUST-00966,Premium / High-End,26-35,North,Organic Search,3446.1
CUST-00967,Premium / High-End,18-25,North,Organic Search,2069.51
CUST-00968,Value Seekers,36-50,North,Paid Social,815.59
CUST-00969,Value Seekers,26-35,West,Paid Social,1236.49
CUST-00970,Corporate / Bulk,36-50,South,Paid Social,2784.17
CUST-00971,Budget Shoppers,36-50,East,Organic Search,530.23
CUST-00972,Value Seekers,26-35,East,Paid Social,847.15
CUST-00973,Value Seekers,36-50,West,Email Marketing,1374.46
CUST-00974,Budget Shoppers,26-35,East,Organic Search,437.3
CUST-00975,Corporate / Bulk,65+,East,Email Marketing,7758.79
CUST-00976,Value Seekers,26-35,South,Paid Social,1658.64
CUST-00977,Budget Shoppers,18-25,South,Organic Search,205.59
CUST-00978,Corporate / Bulk,26-35,South,Paid Social,6785.42
CUST-00979,Budget Shoppers,26-35,West,Email Marketing,404.67
CUST-00980,Value Seekers,51-65,West,Organic Search,1691.31
CUST-00981,Value Seekers,36-50,North,Paid Social,683.35
CUST-00982,Value Seekers,26-35,West,Paid Social,594.11
CUST-00983,Corporate / Bulk,26-35,East,Referral,12493.93
CUST-00984,Value Seekers,36-50,,Paid Social,309.25
CUST-00985,Budget Shoppers,18-25,North,Email Marketing,245.55
CUST-00986,Budget Shoppers,26-35,North,Email Marketing,302.14
CUST-00987,Budget Shoppers,36-50,North,Email Marketing,86.94
CUST-00988,Value Seekers,26-35,South,Organic Search,655.33
CUST-00989,Premium / High-End,18-25,North,Paid Social,3570.84
CUST-00990,Budget Shoppers,18-25,East,Paid Social,290.31
CUST-00991,Budget Shoppers,26-35,North,Direct,330.51
CUST-00992,Value Seekers,18-25,East,Email Marketing,780.11
CUST-00993,Value Seekers,18-25,South,Paid Social,687.61
CUST-00994,Corporate / Bulk,18-25,West,Referral,13138.21
CUST-00995,Value Seekers,51-65,West,Organic Search,501.87
CUST-00996,Value Seekers,36-50,North,Paid Social,816.43
CUST-00997,Value Seekers,26-35,East,Paid Social,653.12
CUST-00998,Budget Shoppers,51-65,North,Paid Social,665.12
CUST-00999,Value Seekers,18-25,North,Paid Social,1530.05
CUST-01000,Value Seekers,36-50,North,Paid Social,1405.37
CUST-01001,Budget Shoppers,18-25,South,Email Marketing,308.91
CUST-01002,Premium / High-End,36-50,West,Email Marketing,2743.17
CUST-01003,Value Seekers,18-25,South,Paid Social,946.52
CUST-01004,Budget Shoppers,36-50,West,Paid Social,474.35
CUST-01005,Value Seekers,36-50,East,Email Marketing,763.5
CUST-01006,Budget Shoppers,26-35,North,Organic Search,85.5
CUST-01007,Premium / High-End,51-65,South,Paid Social,1575.96
CUST-01008,Budget Shoppers,36-50,East,Paid Social,589.55
CUST-01009,Budget Shoppers,36-50,North,Email Marketing,352.52
CUST-01010,Budget Shoppers,18-25,South,Email Marketing,272.23
CUST-01011,Budget Shoppers,26-35,West,Paid Social,180.15
CUST-01012,Budget Shoppers,36-50,East,Paid Social,390.52
CUST-01013,Premium / High-End,26-35,South,Paid Social,4678.75
CUST-01014,Budget Shoppers,26-35,South,Email Marketing,292.02
CUST-01015,Premium / High-End,36-50,West,Email Marketing,3108.28
CUST-01016,Value Seekers,18-25,East,Organic Search,778.67
CUST-01017,Value Seekers,26-35,South,Email Marketing,790.29
CUST-01018,Premium / High-End,65+,North,Organic Search,2221.09
CUST-01019,Budget Shoppers,51-65,North,Paid Social,199.27
CUST-01020,Budget Shoppers,18-25,North,Organic Search,564.85
CUST-01021,Value Seekers,36-50,West,Paid Social,233.13
CUST-01022,Premium / High-End,51-65,East,Referral,2596.01
CUST-01023,Value Seekers,26-35,South,Email Marketing,623.13
CUST-01024,Premium / High-End,18-25,South,Paid Social,2064.64
CUST-01025,Value Seekers,18-25,North,Organic Search,992.95
CUST-01026,Budget Shoppers,18-25,North,Direct,173.99
CUST-01027,Premium / High-End,26-35,South,Paid Social,1444.7
CUST-01028,Value Seekers,18-25,East,Organic Search,1173.33
CUST-01029,Budget Shoppers,51-65,West,Paid Social,248.93
CUST-01030,Corporate / Bulk,36-50,North,Organic Search,4770.22
CUST-01031,Corporate / Bulk,26-35,East,Paid Social,7025.28
CUST-01032,Budget Shoppers,26-35,North,Direct,328.71
CUST-01033,Premium / High-End,51-65,West,Referral,1755.71
CUST-01034,Value Seekers,65+,East,Paid Social,1412.86
CUST-01035,Premium / High-End,65+,East,Paid Social,2080.7
CUST-01036,Value Seekers,18-25,East,Organic Search,1322.54
CUST-01037,Budget Shoppers,65+,East,Email Marketing,327.85
CUST-01038,Budget Shoppers,65+,South,Paid Social,105.58
CUST-01039,Budget Shoppers,26-35,West,Organic Search,497.48
CUST-01040,Value Seekers,18-25,West,Direct,440.24
CUST-01041,Value Seekers,51-65,South,Organic Search,412.27
CUST-01042,Corporate / Bulk,51-65,East,Paid Social,13037.12
CUST-01043,Budget Shoppers,51-65,,Organic Search,50.84
CUST-01044,Budget Shoppers,36-50,North,Organic Search,222.51
CUST-01045,Budget Shoppers,36-50,West,Email Marketing,270.94
CUST-01046,Value Seekers,26-35,East,Organic Search,1773.9
CUST-01047,Value Seekers,26-35,East,Direct,514.3
CUST-01048,Premium / High-End,26-35,West,Direct,1868.62
CUST-01049,Corporate / Bulk,26-35,South,Paid Social,10134.53
CUST-01050,Budget Shoppers,26-35,West,Paid Social,247.28
CUST-01051,Value Seekers,36-50,South,Organic Search,534.62
CUST-01052,Corporate / Bulk,26-35,East,Email Marketing,6833.94
CUST-01053,Budget Shoppers,36-50,North,Paid Social,163.72
CUST-01054,Value Seekers,26-35,North,Organic Search,493.48
CUST-01055,Value Seekers,26-35,East,Paid Social,969.46
CUST-01056,Budget Shoppers,26-35,East,Referral,134.97
CUST-01057,Budget Shoppers,18-25,North,Paid Social,116.67
CUST-01058,Budget Shoppers,26-35,North,Organic Search,469.37
CUST-01059,Value Seekers,18-25,South,Direct,528.42
CUST-01060,Budget Shoppers,18-25,West,Paid Social,154.88
CUST-01061,Corporate / Bulk,26-35,West,Email Marketing,4743.97
CUST-01062,Premium / High-End,36-50,South,Paid Social,3914.38
CUST-01063,Value Seekers,18-25,East,Referral,1217.27
CUST-01064,Value Seekers,26-35,East,Paid Social,497.92
CUST-01065,Value Seekers,51-65,East,Organic Search,663.71
CUST-01066,Budget Shoppers,51-65,North,Direct,543.29
CUST-01067,Budget Shoppers,36-50,East,Organic Search,307.74
CUST-01068,Premium / High-End,36-50,South,Paid Social,3093.44
CUST-01069,Premium / High-End,26-35,West,Organic Search,2442.06
CUST-01070,Value Seekers,18-25,North,Referral,41.91
CUST-01071,Budget Shoppers,36-50,East,Referral,557.08
CUST-01072,Budget Shoppers,26-35,North,Organic Search,407.18
CUST-01073,Budget Shoppers,36-50,North,Organic Search,567.72
CUST-01074,Value Seekers,26-35,West,Paid Social,1302.37
CUST-01075,Corporate / Bulk,26-35,South,Organic Search,3658.44
CUST-01076,Premium / High-End,51-65,East,Email Marketing,1479.52
CUST-01077,Budget Shoppers,18-25,North,Organic Search,287.46
CUST-01078,Premium / High-End,18-25,East,Paid Social,2101.75
CUST-01079,Premium / High-End,26-35,North,Organic Search,1966.31
CUST-01080,Value Seekers,26-35,West,Organic Search,1154.83
CUST-01081,Budget Shoppers,18-25,East,Referral,197.94
CUST-01082,Budget Shoppers,51-65,East,Paid Social,481.11
CUST-01083,Value Seekers,26-35,West,Organic Search,690.39
CUST-01084,Value Seekers,36-50,West,Organic Search,654.7
CUST-01085,Value Seekers,36-50,East,Paid Social,782.55
CUST-01086,Value Seekers,26-35,East,Paid Social,363.49
CUST-01087,Value Seekers,26-35,West,Paid Social,515.67
CUST-01088,Budget Shoppers,18-25,South,Referral,790.34
CUST-01089,Premium / High-End,26-35,South,Organic Search,2336.06
CUST-01090,Corporate / Bulk,26-35,West,Organic Search,6261.8
CUST-01091,Value Seekers,26-35,South,Organic Search,1108.44
CUST-01092,Value Seekers,36-50,South,Paid Social,780.46
CUST-01093,Budget Shoppers,26-35,East,Paid Social,701.56
CUST-01094,Budget Shoppers,26-35,South,Email Marketing,438.23
CUST-01095,Corporate / Bulk,36-50,West,Organic Search,9565.02
CUST-01096,Premium / High-End,26-35,West,Referral,4545.59
CUST-01097,Budget Shoppers,36-50,South,Email Marketing,255.49
CUST-01098,Budget Shoppers,26-35,East,Organic Search,275.46
CUST-01099,Budget Shoppers,26-35,East,Organic Search,270.28
CUST-01100,Budget Shoppers,36-50,East,Organic Search,224.0
CUST-01101,Budget Shoppers,26-35,South,Organic Search,140.69
CUST-01102,Premium / High-End,26-35,West,Referral,2102.17
CUST-01103,Budget Shoppers,65+,West,Organic Search,238.51
CUST-01104,Premium / High-End,26-35,North,Organic Search,3619.09
CUST-01105,Premium / High-End,51-65,West,Organic Search,962.16
CUST-01106,Premium / High-End,36-50,North,Paid Social,5438.07
CUST-01107,Premium / High-End,26-35,North,Email Marketing,2562.81
CUST-01108,Value Seekers,26-35,West,Email Marketing,345.22
CUST-01109,Budget Shoppers,36-50,South,Organic Search,117.61
CUST-01110,Corporate / Bulk,26-35,East,Email Marketing,10187.96
CUST-01111,Budget Shoppers,51-65,West,Organic Search,251.16
CUST-01112,Budget Shoppers,26-35,East,Organic Search,387.1
CUST-01113,Budget Shoppers,36-50,North,Organic Search,231.03
CUST-01114,Budget Shoppers,26-35,East,Paid Social,181.9
CUST-01115,Value Seekers,18-25,North,Organic Search,543.84
CUST-01116,Value Seekers,65+,West,Email Marketing,792.83
CUST-01117,Budget Shoppers,36-50,East,Referral,445.32
CUST-01118,Budget Shoppers,65+,North,Referral,309.18
CUST-01119,Premium / High-End,26-35,West,Organic Search,1304.77
CUST-01120,Value Seekers,18-25,South,Referral,644.2
CUST-01121,Value Seekers,26-35,South,Email Marketing,771.88
CUST-01122,Budget Shoppers,26-35,North,Email Marketing,285.42
CUST-01123,Budget Shoppers,51-65,West,Paid Social,336.72
CUST-01124,Budget Shoppers,26-35,North,Organic Search,266.79
CUST-01125,Value Seekers,36-50,North,Paid Social,1403.34
CUST-01126,Budget Shoppers,51-65,North,Email Marketing,254.09
CUST-01127,Budget Shoppers,36-50,East,Paid Social,598.28
CUST-01128,Value Seekers,26-35,East,Paid Social,1006.76
CUST-01129,Value Seekers,36-50,South,Organic Search,824.45
CUST-01130,Value Seekers,51-65,North,Organic Search,159.76
CUST-01131,Premium / High-End,26-35,North,Organic Search,3000.72
CUST-01132,Value Seekers,36-50,West,Paid Social,487.17
CUST-01133,Premium / High-End,26-35,North,Email Marketing,2086.45
CUST-01134,Budget Shoppers,26-35,West,Paid Social,168.05
CUST-01135,Premium / High-End,36-50,North,Organic Search,2743.7
CUST-01136,Value Seekers,26-35,West,Paid Social,1355.21
CUST-01137,Premium / High-End,26-35,West,Organic Search,941.92
CUST-01138,Budget Shoppers,51-65,South,Direct,156.9
CUST-01139,Budget Shoppers,26-35,East,Organic Search,1337.7
CUST-01140,Value Seekers,36-50,North,Organic Search,624.16
CUST-01141,Premium / High-End,18-25,South,Email Marketing,2239.04
CUST-01142,Value Seekers,36-50,South,Referral,1088.83
CUST-01143,Budget Shoppers,26-35,North,Paid Social,558.17
CUST-01144,Budget Shoppers,26-35,West,Paid Social,187.24
CUST-01145,Budget Shoppers,26-35,West,Paid Social,462.9
CUST-01146,Premium / High-End,36-50,South,Email Marketing,2567.9
CUST-01147,Value Seekers,36-50,North,Direct,809.36
CUST-01148,Budget Shoppers,26-35,West,Paid Social,500.66
CUST-01149,Premium / High-End,36-50,West,Paid Social,3688.54
CUST-01150,Corporate / Bulk,26-35,South,Organic Search,7133.65
CUST-01151,Premium / High-End,51-65,North,Email Marketing,2372.3
CUST-01152,Budget Shoppers,26-35,East,Direct,303.38
CUST-01153,Budget Shoppers,26-35,North,Organic Search,575.26
CUST-01154,Value Seekers,26-35,East,Referral,494.6
CUST-01155,Budget Shoppers,51-65,South,Email Marketing,20.36
CUST-01156,Premium / High-End,18-25,West,Referral,3265.55
CUST-01157,Value Seekers,51-65,East,Paid Social,539.28
CUST-01158,Budget Shoppers,36-50,East,Organic Search,503.25
CUST-01159,Budget Shoppers,26-35,East,Referral,1193.47
CUST-01160,Value Seekers,51-65,West,Organic Search,1832.92
CUST-01161,Value Seekers,18-25,East,Email Marketing,719.36
CUST-01162,Value Seekers,18-25,South,Paid Social,870.98
CUST-01163,Budget Shoppers,26-35,East,Organic Search,123.7
CUST-01164,Premium / High-End,26-35,South,Paid Social,3172.79
CUST-01165,Value Seekers,26-35,North,Paid Social,367.67
CUST-01166,Budget Shoppers,36-50,North,Organic Search,401.05
CUST-01167,Value Seekers,26-35,North,Email Marketing,1198.08
CUST-01168,Budget Shoppers,26-35,North,Paid Social,630.56
CUST-01169,Value Seekers,36-50,North,Email Marketing,502.83
CUST-01170,Budget Shoppers,36-50,North,Paid Social,312.67
CUST-01171,Corporate / Bulk,36-50,North,Paid Social,4203.72
CUST-01172,Budget Shoppers,36-50,South,Organic Search,373.87
CUST-01173,Budget Shoppers,36-50,West,Direct,230.09
CUST-01174,Value Seekers,18-25,North,Referral,265.27
CUST-01175,Budget Shoppers,36-50,South,Referral,488.28
CUST-01176,Budget Shoppers,51-65,North,Direct,680.02
CUST-01177,Premium / High-End,18-25,West,Email Marketing,1549.27
CUST-01178,Budget Shoppers,18-25,South,Organic Search,485.98
CUST-01179,Value Seekers,26-35,North,Organic Search,1088.66
CUST-01180,Value Seekers,18-25,East,Email Marketing,1025.32
CUST-01181,Budget Shoppers,36-50,East,Organic Search,121.89
CUST-01182,Budget Shoppers,36-50,South,Email Marketing,492.49
CUST-01183,Budget Shoppers,18-25,East,Paid Social,223.06
CUST-01184,Budget Shoppers,36-50,West,Referral,239.41
CUST-01185,Budget Shoppers,36-50,West,Organic Search,182.25
CUST-01186,Value Seekers,18-25,West,Organic Search,475.67
CUST-01187,Premium / High-End,26-35,East,Paid Social,1232.1
CUST-01188,Value Seekers,18-25,West,Organic Search,489.25
CUST-01189,Value Seekers,26-35,South,Organic Search,1106.67
CUST-01190,Budget Shoppers,36-50,South,Organic Search,120.42
CUST-01191,Corporate / Bulk,36-50,East,Email Marketing,9864.88
CUST-01192,Premium / High-End,36-50,West,Organic Search,3445.59
CUST-01193,Value Seekers,18-25,South,Referral,165.79
CUST-01194,Value Seekers,26-35,North,Direct,992.19
CUST-01195,Value Seekers,26-35,East,Organic Search,180.69
CUST-01196,Budget Shoppers,51-65,West,Paid Social,459.95
CUST-01197,Value Seekers,18-25,North,Paid Social,1927.87
CUST-01198,Premium / High-End,26-35,West,Email Marketing,1442.83
CUST-01199,Value Seekers,65+,North,Direct,144.14
CUST-01200,Budget Shoppers,51-65,West,Organic Search,288.41
CUST-01201,Value Seekers,18-25,West,Organic Search,517.53
CUST-01202,Premium / High-End,36-50,East,Referral,1502.44
CUST-01203,Value Seekers,26-35,South,Direct,1471.62
CUST-01204,Premium / High-End,26-35,West,Email Marketing,1436.57
CUST-01205,Budget Shoppers,36-50,North,Email Marketing,68.37
CUST-01206,Budget Shoppers,26-35,East,Organic Search,293.76
CUST-01207,Value Seekers,36-50,South,Paid Social,677.41
CUST-01208,Value Seekers,36-50,East,Paid Social,778.59
CUST-01209,Premium / High-End,18-25,South,Organic Search,2201.27
CUST-01210,Budget Shoppers,18-25,East,Organic Search,388.49
CUST-01211,Value Seekers,65+,East,Email Marketing,792.19
CUST-01212,Budget Shoppers,65+,West,Referral,139.94
CUST-01213,Value Seekers,26-35,South,Organic Search,1787.2
CUST-01214,Value Seekers,36-50,North,Paid Social,407.92
CUST-01215,Budget Shoppers,36-50,East,Paid Social,444.37
CUST-01216,Value Seekers,36-50,West,Paid Social,749.78
CUST-01217,Value Seekers,18-25,West,Direct,936.42
CUST-01218,Value Seekers,36-50,South,Paid Social,1603.32
CUST-01219,Value Seekers,18-25,East,Organic Search,765.55
CUST-01220,Value Seekers,51-65,South,Paid Social,1096.58
CUST-01221,Value Seekers,18-25,East,Paid Social,1288.99
CUST-01222,Budget Shoppers,26-35,West,Email Marketing,238.84
CUST-01223,Budget Shoppers,51-65,East,Email Marketing,466.77
CUST-01224,Budget Shoppers,26-35,South,Organic Search,546.25
CUST-01225,Value Seekers,26-35,East,Paid Social,203.51
CUST-01226,Budget Shoppers,51-65,East,Referral,268.93
CUST-01227,Premium / High-End,18-25,North,Paid Social,2779.87
CUST-01228,Value Seekers,26-35,East,Referral,868.97
CUST-01229,Value Seekers,26-35,West,Paid Social,1028.51
CUST-01230,Premium / High-End,36-50,West,Email Marketing,2443.69
CUST-01231,Budget Shoppers,18-25,West,Email Marketing,215.32
CUST-01232,Value Seekers,36-50,South,Paid Social,544.09
CUST-01233,Value Seekers,18-25,North,Organic Search,614.03
CUST-01234,Value Seekers,26-35,North,Referral,897.44
CUST-01235,Value Seekers,51-65,North,Organic Search,1021.99
CUST-01236,Value Seekers,26-35,South,Organic Search,267.54
CUST-01237,Value Seekers,26-35,North,Email Marketing,196.57
CUST-01238,Value Seekers,18-25,West,Organic Search,957.96
CUST-01239,Value Seekers,51-65,North,Email Marketing,419.99
CUST-01240,Premium / High-End,51-65,South,Organic Search,2259.68
CUST-01241,Value Seekers,36-50,North,Email Marketing,489.95
CUST-01242,Value Seekers,36-50,East,Organic Search,1800.6
CUST-01243,Value Seekers,51-65,East,Organic Search,429.72
CUST-01244,Budget Shoppers,26-35,South,Organic Search,264.72
CUST-01245,Value Seekers,26-35,East,Organic Search,457.78
CUST-01246,Value Seekers,26-35,North,Paid Social,746.97
CUST-01247,Value Seekers,18-25,East,Email Marketing,910.98
CUST-01248,Value Seekers,26-35,West,Email Marketing,1278.43
CUST-01249,Corporate / Bulk,26-35,West,Email Marketing,8441.31
CUST-01250,Budget Shoppers,65+,East,Paid Social,710.77
CUST-01251,Budget Shoppers,26-35,East,Email Marketing,310.06
CUST-01252,Value Seekers,36-50,North,Email Marketing,1634.41
CUST-01253,Corporate / Bulk,18-25,North,Email Marketing,10708.89
CUST-01254,Budget Shoppers,36-50,West,Direct,743.11
CUST-01255,Value Seekers,36-50,South,Email Marketing,942.17
CUST-01256,Budget Shoppers,26-35,North,Referral,350.06
CUST-01257,Budget Shoppers,26-35,East,Organic Search,749.87
CUST-01258,Value Seekers,36-50,South,Email Marketing,1030.79
CUST-01259,Budget Shoppers,26-35,North,Paid Social,663.17
CUST-01260,Value Seekers,36-50,West,Email Marketing,727.93
CUST-01261,Value Seekers,51-65,East,Paid Social,272.34
CUST-01262,Budget Shoppers,26-35,East,Email Marketing,298.0
CUST-01263,Premium / High-End,36-50,South,Organic Search,2708.24
CUST-01264,Value Seekers,36-50,North,Referral,2018.61
CUST-01265,Premium / High-End,65+,South,Organic Search,2407.81
CUST-01266,Budget Shoppers,36-50,West,Referral,890.62
CUST-01267,Value Seekers,36-50,South,Referral,383.05
CUST-01268,Premium / High-End,26-35,East,Organic Search,1783.73
CUST-01269,Value Seekers,26-35,South,Paid Social,1862.55
CUST-01270,Corporate / Bulk,26-35,North,Organic Search,6565.17
CUST-01271,Premium / High-End,51-65,East,Paid Social,2113.74
CUST-01272,Budget Shoppers,26-35,South,Organic Search,185.47
CUST-01273,Corporate / Bulk,26-35,East,Email Marketing,7536.05
CUST-01274,Budget Shoppers,51-65,West,Direct,249.31
CUST-01275,Value Seekers,36-50,North,Paid Social,688.64
CUST-01276,Premium / High-End,18-25,East,Direct,3318.7
CUST-01277,Value Seekers,18-25,East,Paid Social,426.71
CUST-01278,Budget Shoppers,36-50,East,Organic Search,251.57
CUST-01279,Value Seekers,51-65,South,Paid Social,736.68
CUST-01280,Budget Shoppers,26-35,North,Paid Social,403.06
CUST-01281,Budget Shoppers,26-35,North,Organic Search,392.82
CUST-01282,Value Seekers,26-35,East,Paid Social,420.61
CUST-01283,Budget Shoppers,36-50,North,Organic Search,77.68
CUST-01284,Budget Shoppers,36-50,North,Paid Social,621.47
CUST-01285,Value Seekers,26-35,North,Email Marketing,644.73
CUST-01286,Budget Shoppers,26-35,North,Organic Search,233.02
CUST-01287,Value Seekers,51-65,East,Email Marketing,370.47
CUST-01288,Value Seekers,36-50,South,Email Marketing,424.49
CUST-01289,Value Seekers,65+,East,Email Marketing,286.67
CUST-01290,Value Seekers,36-50,North,Direct,622.52
CUST-01291,Value Seekers,36-50,South,Email Marketing,524.94
CUST-01292,Value Seekers,26-35,North,Referral,637.3
