transaction_id,date,product_id,customer_id,region,quantity,unit_price,discount,revenue,cost,profit,competitor_price,inventory_level
TXN-0003579,2024-02-04,PRD-A02,CUST-01754,East,1,119.99,0.0,119.99,44.0,75.99,120.74,3837
TXN-0003580,2024-02-04,PRD-A02,CUST-01977,North,2,119.99,0.0,239.98,88.0,151.98,120.74,3835
TXN-0003581,2024-02-04,PRD-A02,CUST-01521,South,1,119.99,0.0,119.99,44.0,75.99,120.74,3834
TXN-0003582,2024-02-04,PRD-A02,CUST-01654,East,3,119.99,0.0,359.97,132.0,227.97,120.74,3831
TXN-0003583,2024-02-04,PRD-A03,CUST-01265,South,1,39.59,0.0,39.59,14.0,25.59,47.99,6531
TXN-0003584,2024-02-04,PRD-A03,CUST-01642,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6530
TXN-0003585,2024-02-04,PRD-A03,CUST-01558,South,5,39.59,0.0,197.95,70.0,127.95,47.99,6525
TXN-0003586,2024-02-04,PRD-A03,CUST-00865,East,1,39.59,0.0,39.59,14.0,25.59,47.99,6524
TXN-0003587,2024-02-04,PRD-A03,CUST-02293,South,1,39.59,0.0,39.59,14.0,25.59,47.99,6523
TXN-0003588,2024-02-04,PRD-A03,CUST-00786,North,2,39.59,0.0,79.18,28.0,51.18,47.99,6521
TXN-0003589,2024-02-04,PRD-A03,CUST-02639,North,1,39.59,0.05,37.61,14.0,23.61,47.99,6520
TXN-0003590,2024-02-04,PRD-A03,CUST-01961,East,5,39.59,0.05,188.05,70.0,118.05,47.99,6515
TXN-0003591,2024-02-04,PRD-A03,CUST-02352,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6514
TXN-0003592,2024-02-04,PRD-A03,CUST-01559,South,1,39.59,0.0,39.59,14.0,25.59,47.99,6513
TXN-0003593,2024-02-04,PRD-A03,CUST-00111,West,1,39.59,0.0,39.59,14.0,25.59,47.99,6512
TXN-0003594,2024-02-04,PRD-H01,CUST-01750,East,1,49.99,0.0,49.99,18.0,31.99,57.74,4542
TXN-0003595,2024-02-04,PRD-H01,CUST-03211,North,1,49.99,0.0,49.99,18.0,31.99,57.74,4541
TXN-0003596,2024-02-04,PRD-H02,CUST-01146,South,1,172.79,0.0,172.79,75.0,97.79,157.49,2635
TXN-0003597,2024-02-04,PRD-H03,CUST-02088,South,2,263.99,0.0,527.98,320.0,207.98,299.24,1507
TXN-0003598,2024-02-04,PRD-H04,CUST-03500,North,1,119.59,0.05,113.61,55.0,58.61,118.74,3033
TXN-0003599,02/04/2024,PRD-H04,CUST-00799,East,2,119.59,0.0,239.18,110.0,129.18,118.74,3031
TXN-0003600,2024-02-04,PRD-H04,CUST-01473,North,1,119.59,0.0,119.59,55.0,64.59,118.74,3030
TXN-0003601,2024-02-04,PRD-B01,CUST-00856,North,1,38.0,0.0,38.0,8.5,29.5,37.8,9115
TXN-0003602,2024-02-04,PRD-B01,CUST-02719,South,1,38.0,0.0,38.0,8.5,29.5,37.8,9114
TXN-0003603,2024-02-04,PRD-B01,CUST-01816,West,1,38.0,0.0,38.0,8.5,29.5,37.8,9113
TXN-0003604,2024-02-04,PRD-B01,CUST-00341,West,1,38.0,0.0,38.0,8.5,29.5,37.8,9112
TXN-0003605,2024-02-04,PRD-B01,CUST-00022,North,1,38.0,0.0,38.0,8.5,29.5,37.8,9111
TXN-0003606,2024-02-04,PRD-B01,CUST-03222,South,1,38.0,0.1,34.2,8.5,25.7,37.8,9110
TXN-0003607,2024-02-04,PRD-B01,CUST-02005,North,1,38.0,0.0,38.0,8.5,29.5,37.8,9109
TXN-0003608,2024-02-04,PRD-B01,CUST-02617,South,1,38.0,0.0,38.0,8.5,29.5,37.8,9108
TXN-0003609,2024-02-04,PRD-B01,CUST-02718,North,1,38.0,0.0,38.0,8.5,29.5,37.8,9107
TXN-0003610,2024-02-04,PRD-B01,CUST-00970,South,2,38.0,,76.0,17.0,59.0,37.8,9105
TXN-0003611,2024-02-04,PRD-B01,CUST-03239,East,1,38.0,0.15,32.3,8.5,23.8,37.8,9104
TXN-0003612,2024-02-04,PRD-B02,CUST-00459,West,4,51.3,,194.92,48.0,146.92,62.64,7583
TXN-0003613,2024-02-04,PRD-B02,CUST-00471,East,1,51.3,0.0,51.3,12.0,39.3,62.64,7582
TXN-0003614,2024-02-04,PRD-B02,CUST-02915,South,2,51.3,0.05,97.46,24.0,73.46,62.64,7580
TXN-0003615,2024-02-04,PRD-B02,CUST-02987,South,3,51.3,0.05,146.19,36.0,110.19,62.64,7577
TXN-0003616,2024-02-04,PRD-B02,CUST-03299,West,2,51.3,0.0,102.6,24.0,78.6,62.64,7575
TXN-0003617,2024-02-04,PRD-B02,CUST-01739,South,1,51.3,0.0,51.3,12.0,39.3,62.64,7574
TXN-0003618,2024-02-04,PRD-B02,CUST-02621,East,1,51.3,0.0,51.3,12.0,39.3,62.64,7573
TXN-0003619,2024-02-04,PRD-B02,CUST-03263,North,1,51.3,0.0,51.3,12.0,39.3,62.64,7572
TXN-0003620,2024-02-04,PRD-B03,CUST-03293,East,2,36.79,0.0,73.58,33.0,40.58,36.09,5041
TXN-0003621,2024-02-04,PRD-B03,CUST-02450,East,2,36.79,0.0,73.58,33.0,40.58,36.09,5039
TXN-0003622,2024-02-04,PRD-B03,CUST-02839,East,1,36.79,0.0,36.79,16.5,20.29,36.09,5038
TXN-0003623,02/04/2024,PRD-B03,CUST-03361,East,5,36.79,0.05,174.75,82.5,92.25,36.09,5033
TXN-0003624,2024-02-04,PRD-B03,CUST-01904,East,1,36.79,0.0,36.79,16.5,20.29,36.09,5032
TXN-0003625,2024-02-04,PRD-B03,CUST-00969,West,1,36.79,0.0,36.79,16.5,20.29,36.09,5031
TXN-0003626,2024-02-04,PRD-B03,CUST-02028,North,1,36.79,0.0,36.79,16.5,20.29,36.09,5030
TXN-0003627,2024-02-04,PRD-B03,CUST-00179,East,2,36.79,0.0,73.58,33.0,40.58,36.09,5028
TXN-0003628,2024-02-04,PRD-B03,CUST-02219,East,1,36.79,0.0,36.79,16.5,20.29,36.09,5027
TXN-0003629,2024-02-04,PRD-B03,CUST-02022,West,1,36.79,0.0,36.79,16.5,20.29,36.09,5026
TXN-0003630,2024-02-04,PRD-B03,CUST-02052,East,1,36.79,0.1,33.11,16.5,16.61,36.09,5025
TXN-0003631,2024-02-04,PRD-B03,CUST-00336,South,1,36.79,0.0,36.79,16.5,20.29,36.09,5024
TXN-0003632,2024-02-04,PRD-B03,CUST-00195,West,4,36.79,0.0,147.16,66.0,81.16,36.09,5020
TXN-0003633,02/04/2024,PRD-B04,CUST-02755,West,1,82.79,0.0,82.79,34.0,48.79,91.79,2935
TXN-0003634,2024-02-04,PRD-B04,CUST-02649,South,1,82.79,,70.37,34.0,36.37,91.79,2934
TXN-0003635,2024-02-04,PRD-B04,CUST-00610,North,1,82.79,0.05,78.65,34.0,44.65,91.79,2933
TXN-0003636,02/04/2024,PRD-B04,CUST-02177,East,1,82.79,0.0,82.79,34.0,48.79,91.79,2932
TXN-0003637,2024-02-04,PRD-S01,CUST-01668,East,1,215.99,0.0,215.99,88.0,127.99,170.99,2207
TXN-0003638,2024-02-04,PRD-S01,CUST-03185,North,1,215.99,0.0,215.99,88.0,127.99,170.99,2206
TXN-0003639,02/04/2024,PRD-S01,CUST-03358,West,3,215.99,0.0,647.97,264.0,383.97,170.99,2203
TXN-0003640,2024-02-04,PRD-S02,CUST-01058,North,1,31.19,0.0,31.19,8.5,22.69,32.99,6896
TXN-0003641,2024-02-04,PRD-S02,CUST-02217,South,2,31.19,0.0,62.38,17.0,45.38,32.99,6894
TXN-0003642,2024-02-04,PRD-S02,CUST-01369,East,1,31.19,0.0,31.19,8.5,22.69,32.99,6893
TXN-0003643,2024-02-04,PRD-S02,CUST-03218,East,1,31.19,0.0,31.19,8.5,22.69,32.99,6892
TXN-0003644,2024-02-04,PRD-S02,CUST-02580,East,1,31.19,0.0,31.19,8.5,22.69,32.99,6891
TXN-0003645,2024-02-04,PRD-S02,CUST-01643,West,1,31.19,0.0,31.19,8.5,22.69,32.99,6890
TXN-0003646,2024-02-04,PRD-S02,CUST-01672,North,1,31.19,0.0,31.19,8.5,22.69,32.99,6889
TXN-0003647,2024-02-04,PRD-S02,CUST-00538,North,2,31.19,0.0,62.38,17.0,45.38,32.99,6887
TXN-0003648,2024-02-04,PRD-S02,CUST-03318,East,3,31.19,0.0,93.57,25.5,68.07,32.99,6884
TXN-0003649,2024-02-04,PRD-S02,CUST-03413,West,1,31.19,0.0,31.19,8.5,22.69,32.99,6883
TXN-0003650,2024-02-04,PRD-S02,CUST-00928,West,1,31.19,0.0,31.19,8.5,22.69,32.99,6882
TXN-0003651,2024-02-04,PRD-S02,CUST-02738,West,2,31.19,0.0,62.38,17.0,45.38,32.99,6880
TXN-0003652,2024-02-04,PRD-S02,CUST-01105,West,1,31.19,0.0,31.19,8.5,22.69,32.99,6879
TXN-0003653,2024-02-04,PRD-S02,CUST-02737,East,1,31.19,0.0,31.19,8.5,22.69,32.99,6878
TXN-0003654,2024-02-04,PRD-S02,CUST-00705,North,2,31.19,0.0,62.38,17.0,45.38,32.99,6876
TXN-0003655,2024-02-04,PRD-S02,CUST-02239,South,1,31.19,0.0,31.19,8.5,22.69,32.99,6875
TXN-0003656,2024-02-04,PRD-S02,CUST-00283,North,1,31.19,0.0,31.19,8.5,22.69,32.99,6874
TXN-0003657,2024-02-04,PRD-S03,CUST-02577,East,4,149.99,0.0,599.96,260.0,339.96,139.99,2009
TXN-0003658,2024-02-04,PRD-S03,CUST-00088,South,1,149.99,0.0,149.99,65.0,84.99,139.99,2008
TXN-0003659,2024-02-04,PRD-S04,CUST-00101,North,1,49.99,0.0,49.99,19.0,30.99,47.99,4454
TXN-0003660,02/04/2024,PRD-S04,CUST-03496,West,1,49.99,0.0,49.99,19.0,30.99,47.99,4453
TXN-0003661,2024-02-04,PRD-S04,CUST-00525,East,1,49.99,0.0,49.99,19.0,30.99,47.99,4452
TXN-0003662,2024-02-04,PRD-S04,CUST-01171,North,8,49.99,0.0,399.92,152.0,247.92,47.99,4444
TXN-0003663,2024-02-04,PRD-S04,CUST-03334,North,2,49.99,0.0,99.98,38.0,61.98,47.99,4442
TXN-0003664,2024-02-04,PRD-S04,CUST-03218,East,1,49.99,0.0,49.99,19.0,30.99,47.99,4441
TXN-0003665,2024-02-04,PRD-S04,CUST-00488,West,2,49.99,0.0,99.98,38.0,61.98,47.99,4439
TXN-0003666,2024-02-04,PRD-S04,CUST-01545,North,1,49.99,0.0,49.99,19.0,30.99,47.99,4438
TXN-0003667,2024-02-05,PRD-E01,CUST-01552,South,1,149.99,0.0,149.99,85.0,64.99,130.49,4271
TXN-0003668,2024-02-05,PRD-E01,CUST-01102,West,1,149.99,0.0,149.99,85.0,64.99,130.49,4270
TXN-0003669,2024-02-05,PRD-E01,CUST-03093,North,1,149.99,0.0,149.99,85.0,64.99,130.49,4269
TXN-0003670,2024-02-05,PRD-E02,CUST-01179,North,1,175.99,0.0,175.99,110.0,65.99,185.24,3502
TXN-0003671,2024-02-05,PRD-E02,CUST-00454,South,3,175.99,0.0,527.97,330.0,197.97,185.24,3499
TXN-0003672,2024-02-05,PRD-E02,CUST-02274,West,5,175.99,0.0,879.95,550.0,329.95,185.24,3494
TXN-0003673,2024-02-05,PRD-E02,CUST-03305,North,1,175.99,0.0,175.99,110.0,65.99,185.24,3493
TXN-0003674,2024-02-05,PRD-E02,CUST-01532,South,1,175.99,0.0,175.99,110.0,65.99,185.24,3492
TXN-0003675,2024-02-05,PRD-E02,CUST-02152,South,2,175.99,0.1,316.78,220.0,96.78,185.24,3490
TXN-0003676,02/05/2024,PRD-E03,CUST-03381,North,3,229.99,0.0,689.97,420.0,269.97,250.95,2086
TXN-0003677,2024-02-05,PRD-E03,CUST-02580,East,1,229.99,0.0,229.99,140.0,89.99,250.95,2085
TXN-0003678,2024-02-05,PRD-E03,CUST-00841,East,1,229.99,0.0,229.99,140.0,89.99,250.95,2084
TXN-0003679,2024-02-05,PRD-E03,CUST-01108,West,1,229.99,0.0,229.99,140.0,89.99,250.95,2083
TXN-0003680,2024-02-05,PRD-E04,CUST-00283,North,1,55.19,0.0,55.19,26.0,29.19,52.24,5743
TXN-0003681,2024-02-05,PRD-E04,CUST-00214,East,1,55.19,0.0,55.19,26.0,29.19,52.24,5742
TXN-0003682,2024-02-05,PRD-E04,CUST-01180,East,1,55.19,0.0,55.19,26.0,29.19,52.24,5741
TXN-0003683,2024-02-05,PRD-A01,CUST-02154,North,1,70.19,0.2,56.15,22.0,34.15,58.9,4834
TXN-0003684,2024-02-05,PRD-A01,CUST-00343,West,1,70.19,0.0,70.19,22.0,48.19,58.9,4833
TXN-0003685,2024-02-05,PRD-A01,CUST-01667,West,1,70.19,0.0,70.19,22.0,48.19,58.9,4832
TXN-0003686,2024-02-05,PRD-A01,CUST-02465,West,4,70.19,0.0,280.76,88.0,192.76,58.9,4828
TXN-0003687,2024-02-05,PRD-A02,CUST-01415,West,1,119.99,0.0,119.99,44.0,75.99,120.74,3830
TXN-0003688,2024-02-05,PRD-A02,CUST-01010,South,1,119.99,0.0,119.99,44.0,75.99,120.74,3829
TXN-0003689,2024-02-05,PRD-A03,CUST-03104,West,1,39.59,0.05,37.61,14.0,23.61,47.99,6511
TXN-0003690,2024-02-05,PRD-A03,CUST-00657,East,1,39.59,0.0,39.59,14.0,25.59,47.99,6510
TXN-0003691,2024-02-05,PRD-A03,CUST-01978,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6509
TXN-0003692,2024-02-05,PRD-A03,CUST-00169,South,5,39.59,0.0,197.95,70.0,127.95,47.99,6504
TXN-0003693,2024-02-05,PRD-A03,CUST-01046,East,1,39.59,0.0,39.59,14.0,25.59,47.99,6503
TXN-0003694,2024-02-05,PRD-A03,CUST-02858,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6502
TXN-0003695,2024-02-05,PRD-A04,CUST-02239,South,3,98.79,0.0,296.37,114.0,182.37,98.0,3233
TXN-0003696,2024-02-05,PRD-A04,CUST-02100,North,2,98.79,0.0,197.58,76.0,121.58,98.0,3231
TXN-0003697,2024-02-05,PRD-A04,CUST-02643,North,1,98.79,0.0,98.79,38.0,60.79,98.0,3230
TXN-0003698,2024-02-05,PRD-A04,CUST-02389,East,3,98.79,0.05,281.55,114.0,167.55,98.0,3227
TXN-0003699,2024-02-05,PRD-A04,CUST-02573,North,1,98.79,0.0,98.79,38.0,60.79,98.0,3226
TXN-0003700,2024-02-05,PRD-H01,CUST-00477,East,1,49.99,0.0,49.99,18.0,31.99,57.74,4540
TXN-0003701,2024-02-05,PRD-H01,CUST-00325,South,2,49.99,0.0,99.98,36.0,63.98,57.74,4538
TXN-0003702,2024-02-05,PRD-H01,CUST-01319,East,3,49.99,0.0,149.97,54.0,95.97,57.74,4535
TXN-0003703,2024-02-05,PRD-H01,CUST-01233,North,1,49.99,0.05,47.49,18.0,29.49,57.74,4534
TXN-0003704,2024-02-05,PRD-H01,CUST-01181,East,1,49.99,0.0,49.99,18.0,31.99,57.74,4533
TXN-0003705,2024-02-05,PRD-H01,CUST-01099,East,1,49.99,0.0,49.99,18.0,31.99,57.74,4532
TXN-0003706,2024-02-05,PRD-H02,CUST-01603,East,4,172.79,0.0,691.16,300.0,391.16,157.49,2631
TXN-0003707,2024-02-05,PRD-H02,CUST-01202,East,1,172.79,0.0,172.79,75.0,97.79,157.49,2630
TXN-0003708,2024-02-05,PRD-H02,CUST-01803,South,8,172.79,0.0,1382.32,600.0,782.32,157.49,2622
TXN-0003709,2024-02-05,PRD-H03,CUST-01135,North,1,263.99,0.0,263.99,160.0,103.99,299.24,1506
TXN-0003710,2024-02-05,PRD-H03,CUST-00323,East,1,263.99,0.05,250.79,160.0,90.79,299.24,1505
TXN-0003711,2024-02-05,PRD-H03,CUST-01954,South,1,263.99,0.0,263.99,160.0,103.99,299.24,1504
TXN-0003712,2024-02-05,PRD-H03,,South,1,263.99,0.0,263.99,160.0,103.99,299.24,1503
TXN-0003713,2024-02-05,PRD-H04,CUST-02335,North,1,119.59,0.1,107.63,55.0,52.63,118.74,3029
TXN-0003714,2024-02-05,PRD-H04,CUST-00923,East,2,119.59,0.0,239.18,110.0,129.18,118.74,3027
TXN-0003715,2024-02-05,PRD-H04,CUST-01794,South,5,119.59,0.0,597.95,275.0,322.95,118.74,3022
TXN-0003716,2024-02-05,PRD-H04,CUST-00201,South,2,119.59,0.0,239.18,110.0,129.18,118.74,3020
TXN-0003717,2024-02-05,PRD-H04,CUST-00811,South,1,119.59,0.0,119.59,55.0,64.59,118.74,3019
TXN-0003718,2024-02-05,PRD-B01,CUST-02424,South,5,38.0,0.0,190.0,42.5,147.5,37.8,9099
TXN-0003719,2024-02-05,PRD-B01,CUST-02414,East,1,38.0,0.0,38.0,8.5,29.5,37.8,9098
TXN-0003720,2024-02-05,PRD-B01,CUST-01756,West,1,38.0,0.0,38.0,8.5,29.5,37.8,9097
TXN-0003721,2024-02-05,PRD-B01,CUST-00456,East,1,38.0,0.0,38.0,8.5,29.5,37.8,9096
TXN-0003722,2024-02-05,PRD-B01,CUST-00276,North,2,38.0,0.05,72.2,17.0,55.2,37.8,9094
TXN-0003723,2024-02-05,PRD-B01,CUST-01579,East,5,38.0,0.0,190.0,42.5,147.5,37.8,9089
TXN-0003724,2024-02-05,PRD-B01,CUST-01262,East,1,38.0,0.0,38.0,8.5,29.5,37.8,9088
TXN-0003725,2024-02-05,PRD-B01,CUST-02453,North,1,38.0,0.0,38.0,8.5,29.5,37.8,9087
TXN-0003726,2024-02-05,PRD-B01,CUST-00163,South,1,38.0,0.0,38.0,8.5,29.5,37.8,9086
TXN-0003727,2024-02-05,PRD-B02,CUST-01139,East,1,51.3,0.2,41.04,12.0,29.04,62.64,7571
TXN-0003728,2024-02-05,PRD-B02,CUST-02546,North,1,51.3,0.0,51.3,12.0,39.3,62.64,7570
TXN-0003729,2024-02-05,PRD-B02,CUST-01361,North,1,51.3,0.0,51.3,12.0,39.3,62.64,7569
TXN-0003730,2024-02-05,PRD-B02,CUST-02507,East,1,51.3,0.0,51.3,12.0,39.3,62.64,7568
TXN-0003731,2024-02-05,PRD-B03,CUST-00187,West,1,36.79,0.0,36.79,16.5,20.29,36.09,5019
TXN-0003732,2024-02-05,PRD-B03,CUST-03192,East,1,36.79,0.15,31.27,16.5,14.77,36.09,5018
TXN-0003733,2024-02-05,PRD-B03,CUST-02744,South,2,36.79,0.0,73.58,33.0,40.58,36.09,5016
TXN-0003734,2024-02-05,PRD-B03,CUST-03429,North,2,36.79,0.0,73.58,33.0,40.58,36.09,5014
TXN-0003735,2024-02-05,PRD-B03,CUST-02411,North,2,36.79,0.0,73.58,33.0,40.58,36.09,5012
TXN-0003736,2024-02-05,PRD-B04,CUST-00477,East,1,82.79,0.0,82.79,34.0,48.79,91.79,2931
TXN-0003737,2024-02-05,PRD-B04,CUST-03250,East,1,82.79,0.0,82.79,34.0,48.79,91.79,2930
TXN-0003738,2024-02-05,PRD-B04,CUST-02752,East,1,82.79,0.05,78.65,34.0,44.65,91.79,2929
TXN-0003739,2024-02-05,PRD-S01,CUST-03050,North,1,215.99,0.2,172.79,88.0,84.79,170.99,2202
TXN-0003740,2024-02-05,PRD-S01,CUST-02524,South,1,215.99,0.0,215.99,88.0,127.99,170.99,2201
TXN-0003741,2024-02-05,PRD-S01,CUST-02790,West,2,215.99,0.0,431.98,176.0,255.98,170.99,2199
TXN-0003742,2024-02-05,PRD-S02,CUST-00694,North,3,31.19,0.05,88.89,25.5,63.39,32.99,6871
TXN-0003743,2024-02-05,PRD-S02,CUST-03347,East,1,31.19,0.05,29.63,8.5,21.13,32.99,6870
TXN-0003744,2024-02-05,PRD-S02,CUST-00739,West,2,31.19,0.0,62.38,17.0,45.38,32.99,6868
TXN-0003745,02/05/2024,PRD-S02,CUST-03106,East,1,31.19,0.0,31.19,8.5,22.69,32.99,6867
TXN-0003746,2024-02-05,PRD-S02,CUST-00719,East,2,31.19,0.1,56.14,17.0,39.14,32.99,6865
TXN-0003747,2024-02-05,PRD-S02,CUST-00556,North,1,31.19,0.0,31.19,8.5,22.69,32.99,6864
TXN-0003748,2024-02-05,PRD-S02,CUST-01514,West,1,31.19,0.05,29.63,8.5,21.13,32.99,6863
TXN-0003749,2024-02-05,PRD-S02,CUST-02547,West,1,31.19,0.0,31.19,8.5,22.69,32.99,6862
TXN-0003750,2024-02-05,PRD-S02,CUST-01269,South,1,31.19,0.0,31.19,8.5,22.69,32.99,6861
TXN-0003751,2024-02-05,PRD-S02,CUST-01278,East,1,31.19,0.0,31.19,8.5,22.69,32.99,6860
TXN-0003752,2024-02-05,PRD-S03,CUST-02234,West,1,149.99,0.0,149.99,65.0,84.99,139.99,2007
TXN-0003753,2024-02-05,PRD-S03,CUST-00643,East,1,149.99,0.0,149.99,65.0,84.99,139.99,2006
TXN-0003754,2024-02-06,PRD-E01,CUST-01461,East,1,149.99,0.0,149.99,85.0,64.99,130.49,4268
TXN-0003755,2024-02-06,PRD-E01,CUST-03009,West,1,149.99,0.0,149.99,85.0,64.99,130.49,4267
TXN-0003756,2024-02-06,PRD-E01,CUST-02872,North,1,149.99,0.0,149.99,85.0,64.99,130.49,4266
TXN-0003757,2024-02-06,PRD-E01,CUST-01358,South,1,149.99,0.0,149.99,85.0,64.99,130.49,4265
TXN-0003758,2024-02-06,PRD-E02,CUST-03192,East,2,175.99,0.0,351.98,220.0,131.98,185.24,3488
TXN-0003759,2024-02-06,PRD-E02,CUST-03084,East,3,175.99,0.0,527.97,330.0,197.97,185.24,3485
TXN-0003760,2024-02-06,PRD-E02,CUST-01569,South,1,175.99,0.0,175.99,110.0,65.99,185.24,3484
TXN-0003761,2024-02-06,PRD-E02,CUST-01144,West,1,175.99,0.1,158.39,110.0,48.39,185.24,3483
TXN-0003762,2024-02-06,PRD-E02,CUST-00083,West,1,175.99,0.0,175.99,110.0,65.99,185.24,3482
TXN-0003763,2024-02-06,PRD-E02,CUST-00693,East,3,175.99,0.0,527.97,330.0,197.97,185.24,3479
TXN-0003764,2024-02-06,PRD-E03,CUST-02915,South,3,229.99,0.0,689.97,420.0,269.97,250.95,2080
TXN-0003765,2024-02-06,PRD-E04,CUST-00616,West,1,55.19,0.05,52.43,26.0,26.43,52.24,5740
TXN-0003766,2024-02-06,PRD-E04,CUST-01925,North,5,55.19,0.0,275.95,130.0,145.95,52.24,5735
TXN-0003767,2024-02-06,PRD-E04,CUST-01858,West,1,55.19,0.0,55.19,26.0,29.19,52.24,5734
TXN-0003768,02/06/2024,PRD-E04,CUST-00882,West,1,55.19,0.15,46.91,26.0,20.91,52.24,5733
TXN-0003769,2024-02-06,PRD-E04,CUST-01213,South,2,55.19,0.0,110.38,52.0,58.38,52.24,5731
TXN-0003770,2024-02-06,PRD-E04,CUST-01928,East,2,55.19,0.0,110.38,52.0,58.38,52.24,5729
TXN-0003771,2024-02-06,PRD-A01,CUST-03037,West,1,70.19,0.1,63.17,22.0,41.17,58.9,4827
TXN-0003772,2024-02-06,PRD-A01,CUST-01204,West,1,70.19,0.0,70.19,22.0,48.19,58.9,4826
TXN-0003773,2024-02-06,PRD-A01,CUST-02786,North,1,70.19,0.0,70.19,22.0,48.19,58.9,4825
TXN-0003774,2024-02-06,PRD-A01,CUST-01993,West,1,70.19,0.0,70.19,22.0,48.19,58.9,4824
TXN-0003775,2024-02-06,PRD-A01,CUST-02954,North,2,70.19,0.0,140.38,44.0,96.38,58.9,4822
TXN-0003776,2024-02-06,PRD-A01,CUST-02376,West,1,70.19,0.0,70.19,22.0,48.19,58.9,4821
TXN-0003777,2024-02-06,PRD-A01,CUST-01727,West,1,70.19,0.0,70.19,22.0,48.19,58.9,4820
TXN-0003778,2024-02-06,PRD-A01,CUST-00932,South,1,70.19,0.0,70.19,22.0,48.19,58.9,4819
TXN-0003779,2024-02-06,PRD-A01,CUST-02016,South,1,70.19,0.0,70.19,22.0,48.19,58.9,4818
TXN-0003780,2024-02-06,PRD-A01,CUST-02349,East,1,70.19,0.0,70.19,22.0,48.19,58.9,4817
TXN-0003781,2024-02-06,PRD-A02,CUST-01919,West,1,119.99,0.0,119.99,44.0,75.99,120.74,3828
TXN-0003782,02/06/2024,PRD-A02,CUST-00300,West,1,119.99,0.0,119.99,44.0,75.99,120.74,3827
TXN-0003783,2024-02-06,PRD-A02,CUST-01249,West,4,119.99,0.0,479.96,176.0,303.96,120.74,3823
TXN-0003784,2024-02-06,PRD-A02,CUST-00074,North,1,119.99,0.0,119.99,44.0,75.99,120.74,3822
TXN-0003785,2024-02-06,PRD-A02,CUST-01140,North,2,119.99,0.0,239.98,88.0,151.98,120.74,3820
TXN-0003786,2024-02-06,PRD-A03,CUST-02096,East,1,39.59,0.15,33.65,14.0,19.65,47.99,6501
TXN-0003787,2024-02-06,PRD-A03,CUST-01410,West,1,39.59,0.05,37.61,14.0,23.61,47.99,6500
TXN-0003788,2024-02-06,PRD-A03,CUST-02849,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6499
TXN-0003789,2024-02-06,PRD-A03,CUST-03200,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6498
TXN-0003790,2024-02-06,PRD-A03,CUST-01604,South,1,39.59,0.0,39.59,14.0,25.59,47.99,6497
TXN-0003791,02/06/2024,PRD-A03,CUST-03057,West,2,39.59,0.0,79.18,28.0,51.18,47.99,6495
TXN-0003792,2024-02-06,PRD-A03,CUST-02087,East,1,39.59,0.0,39.59,14.0,25.59,47.99,6494
TXN-0003793,2024-02-06,PRD-A03,CUST-00473,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6493
TXN-0003794,2024-02-06,PRD-A03,CUST-01157,East,1,39.59,0.0,39.59,14.0,25.59,47.99,6492
TXN-0003795,2024-02-06,PRD-A03,CUST-03191,North,1,39.59,0.0,39.59,14.0,25.59,47.99,6491
TXN-0003796,02/06/2024,PRD-A03,CUST-00324,East,4,39.59,0.05,150.44,56.0,94.44,47.99,6487
TXN-0003797,2024-02-06,PRD-A04,CUST-01679,North,1,98.79,0.05,93.85,38.0,55.85,98.0,3225
TXN-0003798,2024-02-06,PRD-A04,CUST-01193,South,1,98.79,0.05,93.85,38.0,55.85,98.0,3224
TXN-0003799,2024-02-06,PRD-A04,CUST-02623,West,1,98.79,0.05,93.85,38.0,55.85,98.0,3223
TXN-0003800,2024-02-06,PRD-H01,CUST-02385,East,1,49.99,0.0,49.99,18.0,31.99,57.74,4531
TXN-0003801,2024-02-06,PRD-H01,CUST-02403,South,1,49.99,0.0,49.99,18.0,31.99,57.74,4530
TXN-0003802,2024-02-06,PRD-H01,CUST-00356,East,1,49.99,0.0,49.99,18.0,31.99,57.74,4529
TXN-0003803,2024-02-06,PRD-H01,CUST-01923,West,1,49.99,0.0,49.99,18.0,31.99,57.74,4528
TXN-0003804,2024-02-06,PRD-H02,CUST-02059,West,1,172.79,0.0,172.79,75.0,97.79,157.49,2621
TXN-0003805,2024-02-06,PRD-H02,CUST-00259,North,1,172.79,0.0,172.79,75.0,97.79,157.49,2620
TXN-0003806,2024-02-06,PRD-H02,CUST-01975,North,1,172.79,0.0,172.79,75.0,97.79,157.49,2619
TXN-0003807,2024-02-06,PRD-H03,CUST-00553,East,1,263.99,0.0,263.99,160.0,103.99,299.24,1502
TXN-0003808,2024-02-06,PRD-H03,CUST-00693,East,1,263.99,0.0,263.99,160.0,103.99,299.24,1501
TXN-0003809,2024-02-06,PRD-H03,CUST-02236,West,1,263.99,0.0,263.99,160.0,103.99,299.24,1500
TXN-0003810,2024-02-06,PRD-H04,CUST-02578,East,1,119.59,0.2,95.67,55.0,40.67,118.74,3018
