date,product_id,price,quantity_sold,competitor_price,revenue
2024-07-06,PRD-B04,93.59,3,91.79,280.77
2024-07-06,PRD-S01,207.99,8,199.49,1487.12
2024-07-06,PRD-S02,27.59,19,35.63,510.41
2024-07-06,PRD-S03,149.99,9,139.99,1349.91
2024-07-06,PRD-S04,43.99,11,43.19,477.29
2024-07-07,PRD-E01,161.99,6,144.99,971.94
2024-07-07,PRD-E02,207.99,3,210.59,623.97
2024-07-07,PRD-E03,237.49,4,250.95,949.96
2024-07-07,PRD-E04,52.79,13,57.74,673.07
2024-07-07,PRD-A01,70.19,5,58.9,347.44
2024-07-07,PRD-A02,129.59,8,124.19,926.56
2024-07-07,PRD-A03,46.79,3,43.19,128.67
2024-07-07,PRD-A04,87.39,6,102.9,524.34
2024-07-07,PRD-H01,51.99,9,52.24,467.91
2024-07-07,PRD-H02,166.39,2,157.49,332.78
2024-07-07,PRD-H03,335.99,3,307.79,991.17
2024-07-07,PRD-H04,135.19,3,124.99,405.57
2024-07-07,PRD-B01,36.1,5,42.0,175.09
2024-07-07,PRD-B02,51.3,7,62.64,353.97
2024-07-07,PRD-B03,39.99,7,41.03,261.93
2024-07-07,PRD-B04,93.59,8,91.79,683.2
2024-07-07,PRD-S01,207.99,4,199.49,831.96
2024-07-07,PRD-S02,27.59,11,35.63,299.35
2024-07-07,PRD-S03,149.99,5,139.99,727.45
2024-07-07,PRD-S04,43.99,15,43.19,659.85
2024-07-08,PRD-E01,161.99,15,152.24,2421.75
2024-07-08,PRD-E02,207.99,7,194.99,1455.93
2024-07-08,PRD-E03,237.49,11,250.95,2553.04
2024-07-08,PRD-E04,52.79,18,57.74,950.22
2024-07-08,PRD-A01,70.19,3,65.1,207.06
2024-07-08,PRD-A02,129.59,4,120.74,511.88
2024-07-08,PRD-A03,46.79,7,47.99,327.53
2024-07-08,PRD-A04,87.39,5,98.0,436.95
2024-07-08,PRD-H01,51.99,2,57.74,103.98
2024-07-08,PRD-H02,166.39,0,157.49,0.0
2024-07-08,PRD-H03,335.99,3,284.99,1007.97
2024-07-08,PRD-H04,135.19,3,131.24,405.57
2024-07-08,PRD-B01,36.1,4,45.36,140.79
2024-07-08,PRD-B02,51.3,10,55.1,484.78
2024-07-08,PRD-B03,39.99,5,34.19,167.95
2024-07-08,PRD-B04,93.59,3,80.74,280.77
2024-07-08,PRD-S01,207.99,0,180.49,0.0
2024-07-08,PRD-S02,27.59,14,29.69,386.26
2024-07-08,PRD-S03,149.99,4,139.99,577.46
2024-07-08,PRD-S04,43.99,12,45.59,512.48
2024-07-09,PRD-E01,161.99,3,152.24,445.47
2024-07-09,PRD-E02,207.99,4,194.99,831.96
2024-07-09,PRD-E03,237.49,6,250.95,1401.19
2024-07-09,PRD-E04,52.79,17,57.74,857.83
2024-07-09,PRD-A01,70.19,3,65.1,210.57
2024-07-09,PRD-A02,129.59,5,120.74,647.95
2024-07-09,PRD-A03,46.79,4,47.99,177.8
2024-07-09,PRD-A04,87.39,9,98.0,786.51
2024-07-09,PRD-H01,51.99,9,57.74,467.91
2024-07-09,PRD-H02,166.39,3,157.49,499.17
2024-07-09,PRD-H03,335.99,8,284.99,2687.92
2024-07-09,PRD-H04,135.19,2,131.24,270.38
2024-07-09,PRD-B01,36.1,8,45.36,288.8
2024-07-09,PRD-B02,51.3,20,55.1,1002.91
2024-07-09,PRD-B03,39.99,12,34.19,477.88
2024-07-09,PRD-B04,93.59,5,80.74,467.95
2024-07-09,PRD-S01,207.99,4,180.49,821.56
2024-07-09,PRD-S02,27.59,8,29.69,206.92
2024-07-09,PRD-S03,149.99,4,139.99,599.96
2024-07-09,PRD-S04,43.99,9,45.59,395.91
2024-07-10,PRD-E01,161.99,3,152.24,485.97
2024-07-10,PRD-E02,207.99,3,194.99,623.97
2024-07-10,PRD-E03,237.49,7,250.95,1662.43
2024-07-10,PRD-E04,52.79,12,57.74,625.56
2024-07-10,PRD-A01,70.19,15,65.1,1031.79
2024-07-10,PRD-A02,129.59,10,120.74,1295.9
2024-07-10,PRD-A03,46.79,13,47.99,587.21
2024-07-10,PRD-A04,87.39,1,98.0,87.39
2024-07-10,PRD-H01,51.99,10,57.74,504.3
2024-07-10,PRD-H02,166.39,2,157.49,299.5
2024-07-10,PRD-H03,335.99,1,284.99,335.99
2024-07-10,PRD-H04,135.19,6,131.24,797.62
2024-07-10,PRD-B01,36.1,3,45.36,108.3
2024-07-10,PRD-B02,51.3,7,55.1,353.97
2024-07-10,PRD-B03,39.99,3,34.19,119.97
2024-07-10,PRD-B04,93.59,2,80.74,187.18
2024-07-10,PRD-S01,207.99,5,180.49,1039.95
2024-07-10,PRD-S02,27.59,5,29.69,137.95
2024-07-10,PRD-S03,149.99,12,139.99,1672.38
2024-07-10,PRD-S04,43.99,12,45.59,501.48
2024-07-11,PRD-E01,161.99,9,152.24,1457.91
2024-07-11,PRD-E02,207.99,7,194.99,1435.13
2024-07-11,PRD-E03,237.49,1,250.95,237.49
2024-07-11,PRD-E04,52.79,26,57.74,1356.7
2024-07-11,PRD-A01,70.19,1,65.1,70.19
2024-07-11,PRD-A02,129.59,5,120.74,622.03
2024-07-11,PRD-A03,46.79,7,47.99,313.49
2024-07-11,PRD-A04,87.39,8,98.0,686.01
2024-07-11,PRD-H01,51.99,17,57.74,883.83
2024-07-11,PRD-H02,166.39,3,157.49,499.17
2024-07-11,PRD-H03,335.99,8,284.99,2419.12
2024-07-11,PRD-H04,135.19,0,131.24,0.0
2024-07-11,PRD-B01,36.1,8,45.36,288.8
2024-07-11,PRD-B02,51.3,6,55.1,297.54
2024-07-11,PRD-B03,39.99,10,34.19,389.9
2024-07-11,PRD-B04,93.59,1,80.74,93.59
2024-07-11,PRD-S01,207.99,7,180.49,1455.93
2024-07-11,PRD-S02,27.59,10,29.69,274.52
2024-07-11,PRD-S03,149.99,8,139.99,1199.92
2024-07-11,PRD-S04,43.99,5,45.59,215.55
2024-07-12,PRD-E01,161.99,1,152.24,161.99
2024-07-12,PRD-E02,207.99,6,194.99,1247.94
2024-07-12,PRD-E03,237.49,2,250.95,474.98
2024-07-12,PRD-E04,52.79,18,57.74,950.22
2024-07-12,PRD-A01,70.19,2,65.1,140.38
2024-07-12,PRD-A02,129.59,4,120.74,479.48
2024-07-12,PRD-A03,46.79,7,47.99,327.53
2024-07-12,PRD-A04,87.39,4,98.0,349.56
2024-07-12,PRD-H01,51.99,5,57.74,252.15
2024-07-12,PRD-H02,166.39,1,157.49,158.07
2024-07-12,PRD-H03,335.99,0,284.99,0.0
2024-07-12,PRD-H04,135.19,2,131.24,270.38
2024-07-12,PRD-B01,36.1,10,45.36,357.4
2024-07-12,PRD-B02,51.3,7,55.1,356.53
2024-07-12,PRD-B03,39.99,25,34.19,977.75
2024-07-12,PRD-B04,93.59,2,80.74,187.18
2024-07-12,PRD-S01,207.99,6,180.49,1206.34
2024-07-12,PRD-S02,27.59,7,29.69,190.37
2024-07-12,PRD-S03,149.99,4,139.99,562.46
2024-07-12,PRD-S04,43.99,12,45.59,521.28
2024-07-13,PRD-E01,161.99,10,152.24,1579.4
2024-07-13,PRD-E02,207.99,3,194.99,623.97
2024-07-13,PRD-E03,237.49,11,250.95,2576.78
2024-07-13,PRD-E04,52.79,21,57.74,1105.95
2024-07-13,PRD-A01,70.19,4,65.1,280.76
2024-07-13,PRD-A02,129.59,9,120.74,1101.51
2024-07-13,PRD-A03,46.79,3,47.99,140.37
2024-07-13,PRD-A04,87.39,2,98.0,148.56
2024-07-13,PRD-H01,51.99,3,57.74,155.97
2024-07-13,PRD-H02,166.39,3,157.49,499.17
2024-07-13,PRD-H03,335.99,0,284.99,0.0
2024-07-13,PRD-H04,135.19,2,131.24,270.38
2024-07-13,PRD-B01,36.1,11,45.36,397.1
2024-07-13,PRD-B02,51.3,7,55.1,359.1
2024-07-13,PRD-B03,39.99,14,34.19,559.86
2024-07-13,PRD-B04,93.59,4,80.74,369.68
2024-07-13,PRD-S01,207.99,3,180.49,623.97
2024-07-13,PRD-S02,27.59,14,29.69,386.26
2024-07-13,PRD-S03,149.99,5,139.99,749.95
2024-07-13,PRD-S04,43.99,18,45.59,778.62
2024-07-14,PRD-E01,161.99,4,152.24,647.96
2024-07-14,PRD-E02,207.99,3,194.99,623.97
2024-07-14,PRD-E03,237.49,8,250.95,1899.92
2024-07-14,PRD-E04,52.79,16,57.74,836.72
2024-07-14,PRD-A01,70.19,3,65.1,210.57
2024-07-14,PRD-A02,129.59,3,120.74,388.77
2024-07-14,PRD-A03,46.79,8,47.99,374.32
2024-07-14,PRD-A04,87.39,3,98.0,262.17
2024-07-14,PRD-H01,51.99,7,57.74,363.93
2024-07-14,PRD-H02,166.39,3,157.49,465.89
2024-07-14,PRD-H03,335.99,2,284.99,671.98
2024-07-14,PRD-H04,135.19,4,131.24,540.76
2024-07-14,PRD-B01,36.1,10,45.36,359.2
2024-07-14,PRD-B02,51.3,4,55.1,205.2
2024-07-14,PRD-B03,39.99,9,34.19,355.91
2024-07-14,PRD-B04,93.59,1,80.74,93.59
2024-07-14,PRD-S01,207.99,8,180.49,1539.12
2024-07-14,PRD-S02,27.59,6,29.69,161.4
2024-07-14,PRD-S03,149.99,4,139.99,584.96
2024-07-14,PRD-S04,43.99,16,45.59,695.04
2024-07-15,PRD-E01,137.99,9,152.24,1221.21
2024-07-15,PRD-E02,189.99,1,194.99,189.99
2024-07-15,PRD-E03,219.99,9,250.95,1979.91
2024-07-15,PRD-E04,62.39,12,57.74,745.56
2024-07-15,PRD-A01,61.74,7,65.1,432.18
2024-07-15,PRD-A02,129.59,5,120.74,647.95
2024-07-15,PRD-A03,46.79,3,47.99,135.69
2024-07-15,PRD-A04,102.59,5,98.0,512.95
2024-07-15,PRD-H01,43.99,14,57.74,580.66
2024-07-15,PRD-H02,147.19,6,157.49,883.14
2024-07-15,PRD-H03,275.99,8,284.99,2152.72
2024-07-15,PRD-H04,114.39,3,131.24,343.17
2024-07-15,PRD-B01,34.96,24,45.36,821.54
2024-07-15,PRD-B02,49.68,9,55.1,442.15
2024-07-15,PRD-B03,39.99,11,34.19,431.89
2024-07-15,PRD-B04,79.19,6,80.74,475.14
2024-07-15,PRD-S01,189.99,4,180.49,759.96
2024-07-15,PRD-S02,27.59,10,29.69,274.52
2024-07-15,PRD-S03,149.99,11,139.99,1649.89
2024-07-15,PRD-S04,53.99,6,45.59,321.24
2024-07-16,PRD-E01,137.99,0,152.24,0.0
2024-07-16,PRD-E02,189.99,3,194.99,569.97
2024-07-16,PRD-E03,219.99,19,250.95,4179.81
2024-07-16,PRD-E04,62.39,9,57.74,561.51
2024-07-16,PRD-A01,61.74,5,65.1,302.53
2024-07-16,PRD-A02,129.59,10,120.74,1263.5
2024-07-16,PRD-A03,46.79,5,47.99,231.61
2024-07-16,PRD-A04,102.59,0,98.0,0.0
2024-07-16,PRD-H01,43.99,11,57.74,477.29
2024-07-16,PRD-H02,147.19,5,157.49,691.79
2024-07-16,PRD-H03,275.99,1,284.99,275.99
2024-07-16,PRD-H04,114.39,5,131.24,554.79
2024-07-16,PRD-B01,34.96,11,45.36,379.31
2024-07-16,PRD-B02,49.68,12,55.1,596.16
2024-07-16,PRD-B03,39.99,5,34.19,195.95
2024-07-16,PRD-B04,79.19,2,80.74,146.5
2024-07-16,PRD-S01,189.99,7,180.49,1282.43
2024-07-16,PRD-S02,27.59,8,29.69,215.2
2024-07-16,PRD-S03,149.99,0,139.99,0.0
2024-07-16,PRD-S04,53.99,4,45.59,202.46
2024-07-17,PRD-E01,137.99,2,152.24,262.18
2024-07-17,PRD-E02,189.99,7,194.99,1329.93
2024-07-17,PRD-E03,219.99,6,250.95,1319.94
2024-07-17,PRD-E04,62.39,3,57.74,187.17
2024-07-17,PRD-A01,61.74,5,65.1,308.7
2024-07-17,PRD-A02,129.59,5,120.74,647.95
2024-07-17,PRD-A03,46.79,0,47.99,0.0
2024-07-17,PRD-A04,102.59,5,98.0,502.69
2024-07-17,PRD-H01,43.99,8,57.74,349.72
2024-07-17,PRD-H02,147.19,9,157.49,1324.71
2024-07-17,PRD-H03,275.99,1,284.99,275.99
2024-07-17,PRD-H04,114.39,4,131.24,440.4
2024-07-17,PRD-B01,34.96,14,45.36,473.71
2024-07-17,PRD-B02,49.68,13,55.1,640.87
2024-07-17,PRD-B03,39.99,2,34.19,77.98
2024-07-17,PRD-B04,79.19,0,80.74,0.0
2024-07-17,PRD-S01,189.99,3,180.49,569.97
2024-07-17,PRD-S02,27.59,3,29.69,82.77
2024-07-17,PRD-S03,149.99,5,139.99,749.95
2024-07-17,PRD-S04,53.99,7,45.59,375.23
2024-07-18,PRD-E01,137.99,10,152.24,1359.2
2024-07-18,PRD-E02,189.99,3,194.99,560.47
2024-07-18,PRD-E03,219.99,5,250.95,1077.95
2024-07-18,PRD-E04,62.39,10,57.74,623.9
2024-07-18,PRD-A01,61.74,4,65.1,246.96
2024-07-18,PRD-A02,129.59,15,120.74,1879.05
2024-07-18,PRD-A03,46.79,6,47.99,280.74
2024-07-18,PRD-A04,102.59,3,98.0,307.77
2024-07-18,PRD-H01,43.99,4,57.74,175.96
2024-07-18,PRD-H02,147.19,3,157.49,441.57
2024-07-18,PRD-H03,275.99,0,284.99,0.0
2024-07-18,PRD-H04,114.39,3,131.24,331.73
2024-07-18,PRD-B01,34.96,9,45.36,311.14
2024-07-18,PRD-B02,49.68,12,55.1,596.16
2024-07-18,PRD-B03,39.99,5,34.19,199.95
2024-07-18,PRD-B04,79.19,2,80.74,154.42
2024-07-18,PRD-S01,189.99,1,180.49,189.99
2024-07-18,PRD-S02,27.59,8,29.69,216.58
2024-07-18,PRD-S03,149.99,2,139.99,299.98
2024-07-18,PRD-S04,53.99,10,45.59,526.4
2024-07-19,PRD-E01,137.99,6,152.24,821.04
2024-07-19,PRD-E02,189.99,3,194.99,569.97
2024-07-19,PRD-E03,219.99,5,250.95,1099.95
2024-07-19,PRD-E04,62.39,10,57.74,592.7
2024-07-19,PRD-A01,61.74,8,65.1,478.47
2024-07-19,PRD-A02,129.59,3,120.74,336.93
2024-07-19,PRD-A03,46.79,6,47.99,257.34
2024-07-19,PRD-A04,102.59,11,98.0,1128.49
2024-07-19,PRD-H01,43.99,3,57.74,129.77
2024-07-19,PRD-H02,147.19,1,157.49,147.19
2024-07-19,PRD-H03,275.99,3,284.99,827.97
2024-07-19,PRD-H04,114.39,2,131.24,205.9
2024-07-19,PRD-B01,34.96,10,45.36,337.36
2024-07-19,PRD-B02,49.68,14,55.1,693.04
2024-07-19,PRD-B03,39.99,3,34.19,119.97
2024-07-19,PRD-B04,79.19,13,80.74,1013.63
2024-07-19,PRD-S01,189.99,6,180.49,1139.94
2024-07-19,PRD-S02,27.59,8,29.69,220.72
2024-07-19,PRD-S03,149.99,6,139.99,899.94
2024-07-19,PRD-S04,53.99,9,45.59,475.11
2024-07-20,PRD-E01,137.99,17,152.24,2345.83
2024-07-20,PRD-E02,189.99,2,194.99,379.98
2024-07-20,PRD-E03,219.99,7,250.95,1484.93
2024-07-20,PRD-E04,62.39,23,57.74,1428.73
2024-07-20,PRD-A01,61.74,2,65.1,123.48
2024-07-20,PRD-A02,129.59,13,120.74,1684.67
2024-07-20,PRD-A03,46.79,3,47.99,140.37
2024-07-20,PRD-A04,102.59,6,98.0,615.54
2024-07-20,PRD-H01,43.99,10,57.74,437.7
2024-07-20,PRD-H02,147.19,7,157.49,1030.33
2024-07-20,PRD-H03,275.99,2,284.99,538.18
2024-07-20,PRD-H04,114.39,6,131.24,686.34
2024-07-20,PRD-B01,34.96,14,45.36,487.69
2024-07-20,PRD-B02,49.68,7,55.1,340.31
2024-07-20,PRD-B03,39.99,15,34.19,557.85
2024-07-20,PRD-B04,79.19,6,80.74,471.18
2024-07-20,PRD-S01,189.99,4,180.49,759.96
2024-07-20,PRD-S02,27.59,12,29.69,317.28
2024-07-20,PRD-S03,149.99,6,139.99,899.94
2024-07-20,PRD-S04,53.99,15,45.59,788.25
2024-07-21,PRD-E01,137.99,6,152.24,800.34
2024-07-21,PRD-E02,189.99,8,194.99,1519.92
2024-07-21,PRD-E03,219.99,9,250.95,1979.91
2024-07-21,PRD-E04,62.39,8,57.74,499.12
2024-07-21,PRD-A01,61.74,8,65.1,469.22
2024-07-21,PRD-A02,129.59,3,120.74,388.77
2024-07-21,PRD-A03,46.79,3,47.99,140.37
2024-07-21,PRD-A04,102.59,2,98.0,205.18
2024-07-21,PRD-H01,43.99,3,57.74,127.57
2024-07-21,PRD-H02,147.19,4,157.49,574.04
2024-07-21,PRD-H03,275.99,4,284.99,1103.96
2024-07-21,PRD-H04,114.39,6,131.24,686.34
2024-07-21,PRD-B01,34.96,8,45.36,265.68
2024-07-21,PRD-B02,49.68,7,55.1,342.79
2024-07-21,PRD-B03,39.99,8,34.19,319.92
2024-07-21,PRD-B04,79.19,3,80.74,233.61
2024-07-21,PRD-S01,189.99,6,180.49,1111.44
2024-07-21,PRD-S02,27.59,10,29.69,260.72
2024-07-21,PRD-S03,149.99,9,139.99,1349.91
2024-07-21,PRD-S04,53.99,18,45.59,950.22
2024-07-22,PRD-E01,137.99,4,152.24,551.96
2024-07-22,PRD-E02,189.99,3,194.99,569.97
2024-07-22,PRD-E03,219.99,7,250.95,1495.93
2024-07-22,PRD-E04,62.39,17,57.74,1038.79
2024-07-22,PRD-A01,61.74,15,65.1,926.1
2024-07-22,PRD-A02,129.59,10,120.74,1295.9
2024-07-22,PRD-A03,46.79,1,47.99,46.79
2024-07-22,PRD-A04,102.59,7,98.0,718.13
2024-07-22,PRD-H01,43.99,11,57.74,475.09
2024-07-22,PRD-H02,147.19,3,157.49,441.57
2024-07-22,PRD-H03,275.99,0,284.99,0.0
2024-07-22,PRD-H04,114.39,8,131.24,880.8
2024-07-22,PRD-B01,34.96,14,45.36,475.44
2024-07-22,PRD-B02,49.68,13,55.1,625.96
2024-07-22,PRD-B03,39.99,10,34.19,395.9
2024-07-22,PRD-B04,79.19,2,80.74,158.38
2024-07-22,PRD-S01,189.99,9,180.49,1709.91
2024-07-22,PRD-S02,27.59,14,29.69,383.5
2024-07-22,PRD-S03,149.99,3,139.99,449.97
2024-07-22,PRD-S04,53.99,10,45.59,534.5
2024-07-23,PRD-E01,137.99,9,152.24,1166.01
2024-07-23,PRD-E02,189.99,10,194.99,1890.4
2024-07-23,PRD-E03,219.99,4,250.95,879.96
2024-07-23,PRD-E04,62.39,8,57.74,492.88
2024-07-23,PRD-A01,61.74,3,65.1,185.22
2024-07-23,PRD-A02,129.59,7,120.74,907.13
2024-07-23,PRD-A03,46.79,21,47.99,919.41
2024-07-23,PRD-A04,102.59,10,98.0,1025.9
2024-07-23,PRD-H01,43.99,10,57.74,437.7
2024-07-23,PRD-H02,147.19,2,157.49,294.38
2024-07-23,PRD-H03,275.99,1,284.99,275.99
2024-07-23,PRD-H04,114.39,13,131.24,1487.07
2024-07-23,PRD-B01,34.96,16,45.36,559.36
2024-07-23,PRD-B02,49.68,7,55.1,342.79
2024-07-23,PRD-B03,39.99,9,34.19,351.91
2024-07-23,PRD-B04,79.19,1,80.74,79.19
2024-07-23,PRD-S01,189.99,4,180.49,759.96
2024-07-23,PRD-S02,27.59,10,29.69,262.1
2024-07-23,PRD-S03,149.99,6,139.99,884.94
2024-07-23,PRD-S04,53.99,7,45.59,377.93
2024-07-24,PRD-E01,137.99,6,152.24,807.24
2024-07-24,PRD-E02,189.99,4,194.99,759.96
2024-07-24,PRD-E03,219.99,10,250.95,2111.9
2024-07-24,PRD-E04,62.39,6,57.74,361.86
2024-07-24,PRD-A01,61.74,1,65.1,61.74
2024-07-24,PRD-A02,129.59,4,120.74,518.36
2024-07-24,PRD-A03,46.79,2,47.99,86.56
2024-07-24,PRD-A04,102.59,1,98.0,102.59
2024-07-24,PRD-H01,43.99,3,57.74,131.97
2024-07-24,PRD-H02,147.19,2,157.49,294.38
2024-07-24,PRD-H03,275.99,0,284.99,0.0
2024-07-24,PRD-H04,114.39,2,131.24,228.78
2024-07-24,PRD-B01,34.96,30,45.36,1038.3
2024-07-24,PRD-B02,49.68,13,55.1,640.88
2024-07-24,PRD-B03,39.99,4,34.19,159.96
2024-07-24,PRD-B04,79.19,10,80.74,791.9
2024-07-24,PRD-S01,189.99,4,180.49,759.96
2024-07-24,PRD-S02,27.59,7,29.69,190.37
2024-07-24,PRD-S03,149.99,19,139.99,2834.81
2024-07-24,PRD-S04,53.99,4,45.59,213.26
2024-07-25,PRD-E01,137.99,6,152.24,827.94
2024-07-25,PRD-E02,189.99,5,194.99,930.95
2024-07-25,PRD-E03,219.99,8,250.95,1737.92
2024-07-25,PRD-E04,62.39,12,57.74,726.84
2024-07-25,PRD-A01,61.74,10,65.1,617.4
2024-07-25,PRD-A02,129.59,6,120.74,751.62
2024-07-25,PRD-A03,46.79,7,47.99,327.53
2024-07-25,PRD-A04,102.59,1,98.0,102.59
2024-07-25,PRD-H01,43.99,10,57.74,422.3
2024-07-25,PRD-H02,147.19,4,157.49,588.76
2024-07-25,PRD-H03,275.99,2,284.99,551.98
2024-07-25,PRD-H04,114.39,5,131.24,537.63
2024-07-25,PRD-B01,34.96,8,45.36,274.43
2024-07-25,PRD-B02,49.68,15,55.1,745.2
2024-07-25,PRD-B03,39.99,4,34.19,159.96
2024-07-25,PRD-B04,79.19,14,80.74,1100.74
2024-07-25,PRD-S01,189.99,1,180.49,189.99
2024-07-25,PRD-S02,27.59,4,29.69,108.98
2024-07-25,PRD-S03,149.99,1,139.99,142.49
2024-07-25,PRD-S04,53.99,13,45.59,682.97
2024-07-26,PRD-E01,137.99,5,152.24,634.75
2024-07-26,PRD-E02,189.99,3,194.99,550.97
2024-07-26,PRD-E03,219.99,10,250.95,2199.9
2024-07-26,PRD-E04,62.39,12,57.74,748.68
2024-07-26,PRD-A01,61.74,2,65.1,123.48
2024-07-26,PRD-A02,129.59,10,120.74,1295.9
2024-07-26,PRD-A03,46.79,6,47.99,280.74
2024-07-26,PRD-A04,102.59,1,98.0,97.46
2024-07-26,PRD-H01,43.99,7,57.74,307.93
2024-07-26,PRD-H02,147.19,8,157.49,1155.44
2024-07-26,PRD-H03,275.99,6,284.99,1655.94
2024-07-26,PRD-H04,114.39,4,131.24,457.56
2024-07-26,PRD-B01,34.96,23,45.36,793.59
2024-07-26,PRD-B02,49.68,8,55.1,392.47
2024-07-26,PRD-B03,39.99,6,34.19,239.94
2024-07-26,PRD-B04,79.19,2,80.74,142.54
2024-07-26,PRD-S01,189.99,2,180.49,379.98
2024-07-26,PRD-S02,27.59,7,29.69,193.13
2024-07-26,PRD-S03,149.99,8,139.99,1162.42
2024-07-26,PRD-S04,53.99,12,45.59,647.88
2024-07-27,PRD-E01,137.99,8,152.24,1103.92
2024-07-27,PRD-E02,189.99,9,194.99,1576.91
2024-07-27,PRD-E03,219.99,12,250.95,2639.88
2024-07-27,PRD-E04,62.39,20,57.74,1185.4
2024-07-27,PRD-A01,61.74,4,65.1,246.96
2024-07-27,PRD-A02,129.59,6,120.74,777.54
2024-07-27,PRD-A03,46.79,5,47.99,203.53
2024-07-27,PRD-A04,102.59,8,98.0,789.94
2024-07-27,PRD-H01,43.99,9,57.74,380.51
2024-07-27,PRD-H02,147.19,4,157.49,588.76
2024-07-27,PRD-H03,275.99,7,284.99,1931.93
2024-07-27,PRD-H04,114.39,13,131.24,1458.47
2024-07-27,PRD-B01,34.96,13,45.36,449.23
2024-07-27,PRD-B02,49.68,7,55.1,345.28
2024-07-27,PRD-B03,39.99,15,34.19,569.85
2024-07-27,PRD-B04,79.19,5,80.74,395.95
2024-07-27,PRD-S01,189.99,8,180.49,1519.92
2024-07-27,PRD-S02,27.59,17,29.69,462.13
2024-07-27,PRD-S03,149.99,4,139.99,584.96
2024-07-27,PRD-S04,53.99,15,45.59,809.85
2024-07-28,PRD-E01,137.99,8,152.24,1090.12
2024-07-28,PRD-E02,189.99,6,194.99,1101.94
2024-07-28,PRD-E03,219.99,3,250.95,659.97
2024-07-28,PRD-E04,62.39,8,57.74,483.52
2024-07-28,PRD-A01,61.74,4,65.1,228.44
2024-07-28,PRD-A02,129.59,11,120.74,1425.49
2024-07-28,PRD-A03,46.79,9,47.99,397.71
2024-07-28,PRD-A04,102.59,4,98.0,400.1
2024-07-28,PRD-H01,43.99,6,57.74,263.94
2024-07-28,PRD-H02,147.19,7,157.49,1030.33
2024-07-28,PRD-H03,275.99,0,284.99,0.0
2024-07-28,PRD-H04,114.39,1,131.24,114.39
2024-07-28,PRD-B01,34.96,14,45.36,478.96
2024-07-28,PRD-B02,49.68,9,55.1,442.15
2024-07-28,PRD-B03,39.99,8,34.19,287.92
2024-07-28,PRD-B04,79.19,7,80.74,542.45
2024-07-28,PRD-S01,189.99,1,180.49,189.99
2024-07-28,PRD-S02,27.59,6,29.69,165.54
2024-07-28,PRD-S03,149.99,9,139.99,1342.41
2024-07-28,PRD-S04,53.99,12,45.59,647.88
2024-07-29,PRD-E01,137.99,7,130.49,945.23
2024-07-29,PRD-E02,189.99,10,194.99,1899.9
2024-07-29,PRD-E03,237.49,5,215.1,1187.45
2024-07-29,PRD-E04,55.19,12,52.24,656.76
2024-07-29,PRD-A01,61.74,7,65.1,398.22
2024-07-29,PRD-A02,113.99,5,114.99,547.15
2024-07-29,PRD-A03,44.99,6,50.39,260.94
2024-07-29,PRD-A04,94.99,2,88.2,189.98
2024-07-29,PRD-H01,47.49,11,54.99,512.9
2024-07-29,PRD-H02,172.79,1,161.99,172.79
2024-07-29,PRD-H03,299.99,5,307.79,1484.95
2024-07-29,PRD-H04,135.19,2,131.24,270.38
2024-07-29,PRD-B01,39.52,3,44.1,116.58
2024-07-29,PRD-B02,54.0,4,52.2,216.0
2024-07-29,PRD-B03,43.19,1,34.19,43.19
2024-07-29,PRD-B04,85.49,2,91.79,170.98
2024-07-29,PRD-S01,223.99,2,205.19,447.98
2024-07-29,PRD-S02,29.99,17,35.63,497.83
2024-07-29,PRD-S03,149.99,6,132.99,839.94
2024-07-29,PRD-S04,53.99,10,45.59,534.5
2024-07-30,PRD-E01,137.99,8,130.49,1103.92
2024-07-30,PRD-E02,189.99,2,194.99,360.98
2024-07-30,PRD-E03,237.49,8,215.1,1899.92
2024-07-30,PRD-E04,55.19,15,52.24,811.29
2024-07-30,PRD-A01,61.74,0,65.1,0.0
2024-07-30,PRD-A02,113.99,7,114.99,758.03
2024-07-30,PRD-A03,44.99,7,50.39,314.93
2024-07-30,PRD-A04,94.99,2,88.2,189.98
2024-07-30,PRD-H01,47.49,3,54.99,142.47
2024-07-30,PRD-H02,172.79,10,161.99,1727.9
2024-07-30,PRD-H03,299.99,1,307.79,299.99
2024-07-30,PRD-H04,135.19,0,131.24,0.0
2024-07-30,PRD-B01,39.52,7,44.1,266.76
2024-07-30,PRD-B02,54.0,7,52.2,378.0
2024-07-30,PRD-B03,43.19,5,34.19,215.95
2024-07-30,PRD-B04,85.49,6,91.79,512.94
2024-07-30,PRD-S01,223.99,2,205.19,403.18
2024-07-30,PRD-S02,29.99,8,35.63,235.42
2024-07-30,PRD-S03,149.99,2,132.99,299.98
2024-07-30,PRD-S04,53.99,8,45.59,418.42
2024-07-31,PRD-E01,137.99,2,130.49,275.98
2024-07-31,PRD-E02,189.99,7,194.99,1329.93
2024-07-31,PRD-E03,237.49,4,215.1,914.34
2024-07-31,PRD-E04,55.19,18,52.24,982.38
2024-07-31,PRD-A01,61.74,6,65.1,370.44
2024-07-31,PRD-A02,113.99,4,114.99,455.96
2024-07-31,PRD-A03,44.99,10,50.39,416.15
2024-07-31,PRD-A04,94.99,6,88.2,555.69
2024-07-31,PRD-H01,47.49,4,54.99,185.21
2024-07-31,PRD-H02,172.79,8,161.99,1347.76
